timestamp,entrance_amount,exit_amount,temperature,humidity,parking_entrance,parking_exit,parking_actual_vehicle
2023-05-11 23:23:55.550002,33,28,19.142550754850884,44.60876941156764,3,2,181
2023-05-11 23:23:55.550002,31,10,19.526041480987917,54.18209981598174,2,1,454
2023-05-11 23:23:55.550002,33,17,6.5394408960223736,66.40597036340604,2,2,204
2023-05-11 23:23:55.550002,47,24,24.56905159268115,47.52640508818769,2,2,145
2023-05-11 23:23:55.550002,10,16,9.614740384852393,54.842718720163575,3,3,290
2023-05-11 23:23:55.550002,32,9,21.307165563929786,73.18772049077924,1,1,33
2023-05-11 23:23:55.550002,43,38,25.18048688149991,36.96951989149442,3,1,429
2023-05-11 23:23:55.550002,21,28,15.778455364448583,61.11806404072449,2,1,145
2023-05-11 23:23:55.550002,44,45,13.17373881545291,61.10102590104853,4,2,399
2023-05-11 23:23:55.550002,49,39,13.133731992058612,30.504345757908922,3,2,126
2023-05-11 23:23:55.550002,41,4,21.901797472941343,49.153772918323625,4,4,458
2023-05-11 23:23:55.550002,44,12,18.761172847589734,43.85874060361868,3,1,490
2023-05-11 23:23:55.550002,37,32,23.259586812459588,42.76683733579042,4,1,193
2023-05-11 23:23:55.550002,28,20,16.910087280236166,47.807827760530614,3,2,107
2023-05-11 23:23:55.550002,34,26,21.72747247586503,42.295573187530486,3,4,19
2023-05-11 23:23:55.550002,33,11,23.36792479170743,65.84363431954976,4,3,419
2023-05-11 23:23:55.550002,13,0,20.108908452998715,48.86592186085222,3,4,335
2023-05-11 23:23:55.550002,2,27,18.349348064585897,62.04712106482652,3,1,321
2023-05-11 23:23:55.550002,2,11,23.159636655124665,42.18406662720693,1,2,253
2023-05-11 23:23:55.550002,1,17,13.77914423024815,39.95410042401825,2,1,134
2023-05-11 23:23:55.550002,43,39,27.51417388539886,41.04379572910637,4,3,486
2023-05-11 23:23:55.550002,45,7,24.41857273541015,44.58243402235265,2,4,7
2023-05-11 23:23:55.550002,39,45,19.639506231634307,56.6331630497131,3,1,167
2023-05-11 23:23:55.550002,14,0,19.7746500532727,59.783801681683116,2,1,39
2023-05-11 23:23:55.550002,7,29,20.6680639693012,43.137618505042,1,1,104
2023-05-11 23:23:55.550002,35,17,16.1887645666187,66.95823152467922,3,3,179
2023-05-11 23:23:55.550002,4,43,27.235980863662345,70.37512981313398,4,2,470
2023-05-11 23:23:55.550002,40,14,12.54880395661729,55.275498483854975,3,3,93
2023-05-11 23:23:55.550002,12,27,22.341311905110906,52.08314965901486,4,3,62
2023-05-11 23:23:55.550002,18,47,16.705982123432854,48.714605006155516,1,2,427
2023-05-11 23:23:55.550002,7,25,30.159524424549133,42.394158116591186,2,4,204
2023-05-11 23:23:55.550002,19,48,20.752144758246548,36.435047059139904,3,3,208
2023-05-11 23:23:55.550002,37,21,23.595195622245388,40.30414523090672,4,2,114
2023-05-11 23:23:55.550002,34,22,21.39738199412758,48.14054644099505,4,1,471
2023-05-11 23:23:55.550002,30,15,26.59651324056313,64.52929118519418,4,2,164
2023-05-11 23:23:55.550002,4,35,19.32063305023016,53.263277809407086,3,1,110
2023-05-11 23:23:55.550002,37,30,13.996545799642869,71.56386914709236,4,3,346
2023-05-11 23:23:55.550002,6,41,19.701433763419317,47.24807218792621,4,1,457
2023-05-11 23:23:55.550002,47,13,24.045920502937847,70.90932842305418,3,1,495
2023-05-11 23:23:55.550002,13,20,25.73256625925676,46.38426927157026,1,2,436
2023-05-11 23:23:55.550002,40,32,14.458194896999405,53.4249163539519,3,1,97
2023-05-11 23:23:55.550002,46,49,10.946707650780374,41.90718248920918,4,2,319
2023-05-11 23:23:55.550002,15,19,16.0332649778534,42.51432240841213,1,3,111
2023-05-11 23:23:55.550002,27,12,33.43770268587245,40.72103659406559,2,1,366
2023-05-11 23:23:55.550002,7,28,24.392113458332528,43.22038466101983,4,4,87
2023-05-11 23:23:55.550002,14,22,26.106221923230184,51.528847117410606,4,2,490
2023-05-11 23:23:55.550002,36,21,16.97262788865216,45.131909174323255,2,1,46
2023-05-11 23:23:55.550002,18,4,22.472821719334515,29.44439277010136,1,1,79
2023-05-11 23:23:55.550002,3,6,7.328138362398793,58.95925490911077,1,3,394
2023-05-11 23:23:55.550002,5,5,22.524316659343874,47.82738418616187,2,4,186
2023-05-11 23:23:55.550002,31,3,20.603386956612663,50.03211054847871,4,3,69
2023-05-11 23:23:55.550002,38,9,12.117855296532735,46.75947476317173,4,4,216
2023-05-11 23:23:55.550002,26,43,22.910834063314283,46.36795243292453,3,3,459
2023-05-11 23:23:55.550002,39,25,14.964966370804474,57.60063215022279,4,4,179
2023-05-11 23:23:55.550002,29,10,15.810167525991298,38.69217123258598,2,3,488
2023-05-11 23:23:55.550002,32,41,18.989130238617133,49.15577147394119,3,1,276
2023-05-11 23:23:55.550002,10,33,13.95620413900712,59.18020800938457,4,1,412
2023-05-11 23:23:55.550002,33,48,16.375873500428103,43.55541722001668,3,4,228
2023-05-11 23:23:55.550002,41,37,15.330635640021729,27.641615829681385,4,3,20
2023-05-11 23:23:55.550002,43,49,12.815011647100789,41.6801672268104,1,4,205
2023-05-11 23:23:55.550002,4,27,14.268743917919366,32.35172300971968,1,4,483
2023-05-11 23:23:55.550002,21,11,18.469695725540944,49.84760427277808,2,3,205
2023-05-11 23:23:55.550002,19,8,19.815366804368008,42.04321891437184,1,3,484
2023-05-11 23:23:55.550002,29,7,20.641711701581933,37.24813211864646,1,4,102
2023-05-11 23:23:55.550002,27,13,23.812535601574062,54.534314221730725,3,2,58
2023-05-11 23:23:55.550002,4,0,21.731512881787225,48.660674382953474,3,4,84
2023-05-11 23:23:55.550002,27,15,22.351869852769585,48.840051696642824,4,2,394
2023-05-11 23:23:55.550002,43,21,21.28978581878696,60.178893797816926,4,4,332
2023-05-11 23:23:55.550002,18,6,25.35051303281591,53.87499854893647,3,3,287
2023-05-11 23:23:55.550002,5,8,17.934765550519593,31.021464581999332,4,4,26
2023-05-11 23:23:55.550002,44,30,25.84676481677429,51.78662163172598,2,2,440
2023-05-11 23:23:55.550002,38,8,19.373123507174814,60.75687467946963,3,4,57
2023-05-11 23:23:55.550002,33,14,26.004656076353868,61.00334167528983,1,2,160
2023-05-11 23:23:55.550002,43,46,17.24146111044623,69.53339501996227,3,1,397
2023-05-11 23:23:55.550002,39,7,26.91942476840243,47.09293904242642,3,4,265
2023-05-11 23:23:55.550002,20,8,19.878621098206313,43.88006404586487,1,2,436
2023-05-11 23:23:55.550002,26,1,24.41717879800748,42.73517494205817,4,1,71
2023-05-11 23:23:55.550002,45,20,25.94000809748779,53.5071094704968,3,1,267
2023-05-11 23:23:55.550002,29,12,22.163361007002848,61.0044089540351,2,1,353
2023-05-11 23:23:55.550002,49,14,24.068717930415552,41.467418467513156,1,1,255
2023-05-11 23:23:55.550002,18,47,28.272618822139275,51.711998376116604,1,3,362
2023-05-11 23:23:55.550002,24,46,23.20634651177596,53.518982861857246,3,3,416
2023-05-11 23:23:55.550002,45,10,21.580707861950952,55.3142012263808,2,2,408
2023-05-11 23:23:55.550002,45,21,26.952393014767488,38.41746966146639,1,3,323
2023-05-11 23:23:55.550002,47,22,20.30962569464805,46.56848574517271,4,3,469
2023-05-11 23:23:55.550002,4,28,21.941241861146956,50.325570118040396,2,2,87
2023-05-11 23:23:55.550002,32,23,22.73361432964933,50.56072206989746,1,3,293
2023-05-11 23:23:55.550002,30,26,23.059500643080092,65.54925078957086,1,2,180
2023-05-11 23:23:55.550002,34,47,29.47904387141063,70.9508711671856,1,2,295
2023-05-11 23:23:55.550002,44,42,22.248653606612816,38.54117478127812,2,1,426
2023-05-11 23:23:55.550002,4,43,18.02667133018892,43.56955163896293,4,2,194
2023-05-11 23:23:55.550002,47,34,22.746494683902526,51.94972352299034,2,2,133
2023-05-11 23:23:55.550002,40,12,20.946011205144497,59.29194011191008,3,1,375
2023-05-11 23:23:55.550002,13,14,14.017062636350506,43.82882007294085,4,2,445
2023-05-11 23:23:55.550002,14,23,9.933070737339984,51.578709378653926,3,4,251
2023-05-11 23:23:55.550002,41,3,20.059515230629366,43.09175530183312,4,2,45
2023-05-11 23:23:55.550002,32,44,26.949325236610726,48.58748825445886,2,2,311
2023-05-11 23:23:55.550002,31,24,16.987842040213458,50.218909937284664,3,1,270
2023-05-11 23:23:55.550002,24,33,16.98991730403589,57.908631057572606,3,1,174
2023-05-11 23:23:55.550002,16,0,10.285406105027668,54.476249161521885,4,4,219
2023-05-11 23:23:55.550002,45,35,20.92299621386001,57.20391467610684,1,3,60
2023-05-11 23:23:55.550002,24,26,20.97499374958026,49.175171600039384,4,2,291
2023-05-11 23:23:55.550002,8,6,20.791637200950017,71.66951963991022,2,4,418
2023-05-11 23:23:55.550002,35,1,19.01923611773494,46.48283773912886,1,2,438
2023-05-11 23:23:55.550002,47,9,18.78545998625226,67.0420275778741,1,2,207
2023-05-11 23:23:55.550002,47,6,20.918649591775203,54.07588424810172,3,1,321
2023-05-11 23:23:55.550002,38,9,23.19668858985925,72.35315305604772,1,3,443
2023-05-11 23:23:55.550002,38,15,12.813182613090945,39.83303660797992,4,3,395
2023-05-11 23:23:55.550002,29,19,20.33161584291302,50.17159305046979,3,4,158
2023-05-11 23:23:55.550002,29,19,23.57932010919212,38.181844332933174,3,3,424
2023-05-11 23:23:55.550002,3,35,11.588290587909825,55.938612072375186,2,3,464
2023-05-11 23:23:55.550002,9,13,17.72752396865257,53.42249623429636,3,1,7
2023-05-11 23:23:55.550002,1,8,23.483228747374575,50.10143725725088,4,4,161
2023-05-11 23:23:55.550002,16,15,22.774091736857592,49.99844923763762,3,3,43
2023-05-11 23:23:55.550002,1,32,15.242725102195973,54.44189744632274,4,4,5
2023-05-11 23:23:55.550002,11,48,21.851656193609923,37.22927842841916,4,1,485
2023-05-11 23:23:55.550002,26,11,14.200918721706383,41.30373604255548,2,2,258
2023-05-11 23:23:55.550002,40,37,23.745491819679664,31.143215364824478,4,2,362
2023-05-11 23:23:55.550002,23,7,13.085940810834165,57.144294032605345,1,4,141
2023-05-11 23:23:55.550002,8,30,27.144067708128844,49.55004031494291,1,1,415
2023-05-11 23:23:55.550002,43,40,10.202158715936502,37.57272111541006,3,3,93
2023-05-11 23:23:55.550002,22,29,20.44388225792969,28.93502907429388,1,2,48
2023-05-11 23:23:55.550002,35,39,15.517876388742943,49.69484026043587,2,1,258
2023-05-11 23:23:55.550002,48,8,22.54842300272231,47.205230451118176,3,4,50
2023-05-11 23:23:55.550002,1,17,22.79229636734509,59.58875727118105,3,2,267
2023-05-11 23:23:55.550002,29,22,21.54032242015184,20.252331660490338,2,4,493
2023-05-11 23:23:55.550002,6,19,15.943445803041282,26.558326447781376,1,4,354
2023-05-11 23:23:55.550002,5,18,32.81901660252913,56.531228179721865,4,2,449
2023-05-11 23:23:55.550002,15,29,23.723106022981757,64.99389042892005,3,4,13
2023-05-11 23:23:55.550002,25,14,18.525694717155915,44.57599742626996,3,2,343
2023-05-11 23:23:55.550002,31,28,22.560183931405057,61.5022071785566,1,1,135
2023-05-11 23:23:55.550002,44,7,20.23588829807542,59.32732045600672,2,4,299
2023-05-11 23:23:55.550002,44,21,18.340711033915927,48.91672802273023,3,1,355
2023-05-11 23:23:55.550002,49,16,27.06923616336044,51.746685405278704,3,4,275
2023-05-11 23:23:55.550002,2,28,16.49837061811006,64.33567885069881,4,1,73
2023-05-11 23:23:55.550002,41,20,27.561172618279645,62.887682877136214,1,3,469
2023-05-11 23:23:55.550002,40,35,23.74893272699319,49.00528916636466,3,2,114
2023-05-11 23:23:55.550002,33,25,19.844248636130338,61.93514274984478,1,3,227
2023-05-11 23:23:55.550002,45,33,16.656081432698986,46.494497045165865,2,4,212
2023-05-11 23:23:55.550002,22,18,16.458009797118475,65.65087664907735,4,1,80
2023-05-11 23:23:55.550002,27,2,14.88003586769252,41.335517197627446,3,3,342
2023-05-11 23:23:55.550002,37,1,16.727437865580555,55.30199213655547,4,3,199
2023-05-11 23:23:55.550002,38,40,18.1422031818068,58.8575143791129,3,2,169
2023-05-11 23:23:55.550002,2,0,20.885317215673123,49.06995329661065,3,4,423
2023-05-11 23:23:55.550002,43,41,17.821390211652098,42.53518403501732,2,2,60
2023-05-11 23:23:55.550002,37,9,17.359079767674174,42.212168364611095,4,4,216
2023-05-11 23:23:55.550002,14,29,15.319699742912437,30.378600862003672,2,4,404
2023-05-11 23:23:55.550002,49,22,26.285938838659998,58.84880300876147,4,3,23
2023-05-11 23:23:55.550002,28,11,16.604258198966015,41.465102523616856,2,4,179
2023-05-11 23:23:55.550002,26,32,24.564336455515658,50.703346996997055,2,1,403
2023-05-11 23:23:55.550002,22,26,24.962042016444087,66.54825480967897,4,4,455
2023-05-11 23:23:55.550002,5,24,17.41019843141891,42.889886234135844,4,2,442
